sn_id,sn_model_name,sn_model_code,sn_maker,sn_release_date,sn_os,sn_sale_type,sn_display_cm,sn_display_in,sn_display_type,sn_display_resolution,sn_display_ppi,sn_display_hz,sn_display_aspect_ratio,sn_display_size,sn_display_width,sn_display_height,sn_display_hdr,sn_ap_type,sn_core,sn_core_clock,sn_gpu_core,sn_npu_dsp,sn_sensor_hub,sn_modem,sn_ram,sn_Builtin_memory,sn_storage,sn_external_memory,sn_5g,sn_4g,sn_wifi,sn_bluetooth,sn_satellite,sn_usim_type,sn_dual_usim,sn_camera_type,sn_back_camera,sn_front_camera,sn_camera_resolution,sn_flash,sn_photo_resolution,sn_front_resolution,sn_front_video_resolution,sn_camera_aperture,sn_hand_tremor_correction,sn_hand_tremor_protection,sn_camera_flash,sn_hdr_filming,sn_auto_hdr,sn_optical_zoom,sn_geotag,sn_laser_auto_focus,sn_auto_focus,sn_out_focus,sn_touch_focus,sn_panorama,sn_tof,sn_night_photography,sn_iphone_terminal,sn_speaker,sn_high_sound_quality,sn_sound_technology,sn_fingerprint,sn_face,sn_iris,sn_voice,sn_ai,sn_payment,sn_touch_pen,sn_dustproof,sn_etc,sn_charging_terminal,sn_battery,sn_battery_type1,sn_battery_type2,sn_battery_type3,sn_battery_terminal,sn_fast_charge,sn_wireless_charge,sn_color,sn_width,sn_height,sn_thickness,sn_weight
160,Q6,LG-X600,lg,,안드로이드 7.1 (Nougat)LG UX 6.0,,0,5.5,IPS TFT-LCD,2160 x 1080,442,60Hz,18:9,,,,,퀄컴 스냅드래곤 435 MSM8940 SoC.  ,,ARM Cortex-A53 Octa-Core 1.4 GHz CPU,퀄컴 Adreno 505 450 MHz GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X9 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,"MIL-STD-810G 인증 취득, FM 라디오 지원, 일부 모델 모바일 TV 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"아스트로 블랙, 아이스 플래티넘, 테라 골드",69.3,142.5,8.1,"149"
161,Q6 Plus,LGM-X600,lg,,안드로이드 7.1 (Nougat)LG UX 6.0,,0,5.5,IPS TFT-LCD,2160 x 1080,442,60Hz,18:9,,,,,퀄컴 스냅드래곤 435 MSM8940 SoC.  ,,ARM Cortex-A53 Octa-Core 1.4 GHz CPU,퀄컴 Adreno 505 450 MHz GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X9 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,전면 카메라 인식 방식,,,,,,,"MIL-STD-810G 인증 취득, FM 라디오 지원, 일부 모델 모바일 TV 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"아스트로 블랙, 아이스 플래티넘, 테라 골드",69.3,142.5,8.1,"149"
162,V50 ThinQ,LM-V500,lg,,안드로이드 9 (Pie) | 10LG UX 8.0 | 9.0 | 9.0 VELVET UI,,0,6.4,Plastic 소재의 AMOLED,3120 x 1440,539,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 855 SM8150 Platform.  ,,Qualcomm Kryo 485 Gold Single-Core 2.84 GHz + Triple-Core 2.41 GHz CPUQualcomm Kryo 485 Silver Quad-Core 1.78 GHz CPU,퀄컴 Adreno 640 -- MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,6 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,800만  + 500만 ,800만 + 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 & Meridian 튜닝 및 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1, POGO Pin x 1",4000,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,아스트로 블랙,76.1,159.2,8.3,"183"
163,V50s ThinQ,LM-V510,lg,,안드로이드 9 (Pie) | 10LG UX 9.0 | 9.0 VELVET UI,,0,6.4,Plastic 소재의 AMOLED,2340 x 1080,403,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 855 SM8150 Platform.  ,,Qualcomm Kryo 485 Gold Single-Core 2.84 GHz + Triple-Core 2.41 GHz CPUQualcomm Kryo 485 Silver Quad-Core 1.78 GHz CPU,퀄컴 Adreno 640 -- MHz GPU,퀄컴 Hexagon 690 DSP,DSP 대체,Qualcomm Snapdragon X24 LTE Modem,8 GB LPDDR4X SDRAM,256, UFS 2.1, micro SDXC 2 TB 공식 지원,5G,4G,,5,"GPS & A-GPS, GLONASS, Galileo, Beidou",,,,"1,200만  + 1,300만 "," 3,200만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,디스플레이 내장형,,,내장 마이크 인식 방식,,,,,국제,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",4000,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,오로라 블랙,75.8,159.3,8.4,"192"
164,V40 ThinQ,LM-V409,lg,,안드로이드 8.1 (Oreo) | 9 (Pie) | 10LG UX 7.0 | 8.0 | 9.0 | 9.0 VELVET UI,,0,6.4,Plastic 소재의 AMOLED,3120 x 1440,538,60Hz,19.5:9,,,,,퀄컴 스냅드래곤 845 SDM845 Platform.  ,,Qualcomm Kryo 385 Gold Quad-Core 2.8 GHz CPUQualcomm Kryo 385 Silver Quad-Core 1.7 GHz CPU,퀄컴 Adreno 630 710 MHz GPU,퀄컴 Hexagon 685 DSP,DSP 대체,Qualcomm Snapdragon X20 LTE Modem,6 GB LPDDR4X SDRAM,128, UFS 2.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,800만  + 500만 ,800만 + 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 & Meridian 튜닝 및 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,"퀄컴 퀵 차지 4 (16.2 W), 퀄컴 퀵 차지 3.0 (16.2 W)",,,,,"뉴 플래티넘 그레이, 뉴 모로칸 블루, 카민 레드",75.8,158.7,7.7,"169"
165,V35,LM-V350,lg,,안드로이드 8.0 (Oreo) | 9 (Pie) | 10LG UX 7.0 | 9.0 | 9.0 VELVET UI,,0,6,Plastic 소재의 AMOLED,2880 x 1440,537,60Hz,18:9,,,,,퀄컴 스냅드래곤 845 SDM845 Platform.  ,,Qualcomm Kryo 385 Gold Quad-Core 2.8 GHz CPUQualcomm Kryo 385 Silver Quad-Core 1.7 GHz CPU,퀄컴 Adreno 630 710 MHz GPU,퀄컴 Hexagon 685 DSP,DSP 대체,Qualcomm Snapdragon X20 LTE Modem,6 GB LPDDR4X SDRAM,,,,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 1,600만 ", 800만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,"IP68 등급 방수 방진 지원 및 MIL-STD-810G 인증 취득DTS:X 음향 기술 탑재, FM 라디오 지원","USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,뉴 오로라 블랙,75.4,151.7,7.3,"157"
166,V30s ThinQ,LGM-V300S,lg,,안드로이드 7.1 (Nougat) | 8.0 (Oreo) | 9 (Pie)LG UX 6.0+ | 8.0,,0,6.2,Plastic 소재의 AMOLED,2880 x 1440,537,60Hz,18:9,,,,,퀄컴 스냅드래곤 835 MSM8998 Platform.  ,,Qualcomm Kryo 280 Quad-Core 2.35 GHz + Quad-Core 1.9 GHz CPU,퀄컴 Adreno 540 670 MHz GPU,퀄컴 Hexagon 682 DSP,DSP 대체,Qualcomm Snapdragon X16 LTE Modem,4 GB LPDDR4X SDRAM,64/128, UFS 2.1,,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 1,300만 ", 500만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,기본,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,"퀄컴 퀵 차지 3.0 (16.2 W), USB Power Delivery 2.0 (16.2 W)",,,,,"오로라 블랙, 모로칸 블루, 클라우드 실버, 라벤더 바이올렛, 라즈베리 로즈",75.4,151.7,7.3,"158"
167,V30,LGM-V300,lg,,안드로이드 7.1 (Nougat) | 8.0 (Oreo) | 9 (Pie)LG UX 6.0+ | 8.0,,0,6.2,Plastic 소재의 AMOLED,2880 x 1440,537,60Hz,18:9,,,,,퀄컴 스냅드래곤 835 MSM8998 Platform.  ,,Qualcomm Kryo 280 Quad-Core 2.35 GHz + Quad-Core 1.9 GHz CPU,퀄컴 Adreno 540 670 MHz GPU,퀄컴 Hexagon 682 DSP,DSP 대체,Qualcomm Snapdragon X16 LTE Modem,4 GB LPDDR4X SDRAM,64/128, UFS 2.1,,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 1,300만 ", 500만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,전면 카메라 인식 방식,,내장 마이크 인식 방식,,,,,기본,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3300,내장형 Li-Ion  ,"퀄컴 퀵 차지 3.0 (16.2 W), USB Power Delivery 2.0 (16.2 W)",,,,,"오로라 블랙, 모로칸 블루, 클라우드 실버, 라벤더 바이올렛, 라즈베리 로즈",75.4,151.7,7.3,"158"
168,V20,LG-F800,lg,,안드로이드 7.0 (Nougat) | 8.0 (Oreo) | 9 (Pie)LG UX 5.0+ | 6.0+ | 8.0,,0,2.1,IPS TFT-LCD,2560 x 1440,513,60Hz,16:9+2:13,,,,,퀄컴 스냅드래곤 820 MSM8996 SoC.  ,,Qualcomm Kryo Dual-Core 2.2 GHz + Dual-Core 1.6 GHz CPU,퀄컴 Adreno 530 624 MHz GPU,퀄컴 Hexagon 680 DSP,DSP 대체,Qualcomm Snapdragon X12 LTE Modem,4 GB LPDDR4 SDRAM,32/64, UFS 2.0, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,600만  + 800만 ", 500만,,LASER AF 및 LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,기본,"USB 3.1 Gen1 Type-C x 1, 3.5 mm 단자 x 1",3200,Li-Ion 착탈식  ,퀄컴 퀵 차지 3.0 (16.2 W),,,,,"티탄, 실버, 핑크",78.1,159.7,7.6,"173"
169,V10,LG-F600,lg,,안드로이드 5.1 (Lollipop) | 6.0 (Marshmallow) | 7.0 (Nougat)LG UX 4.0+ | 5.0+,,0,2.1,IPS TFT-LCD,2560 x 1440,513,60Hz,16:9+?:?,,,,,퀄컴 스냅드래곤 808 MSM8992 SoC.  ,,ARM Cortex-A57 Dual-Core 1.8 GHz CPUARM Cortex-A53 Quad-Core 1.4 GHz CPU,퀄컴 Adreno 418 600 MHz GPU,퀄컴 Hexagon V56 DSP,DSP 대체,Qualcomm Snapdragon X10 LTE Modem,4 GB LPDDR3 SDRAM,64, , micro SDXC 2 TB 공식 지원,,4G,,4.1,"GPS & A-GPS, GLONASS",,일부 모델 듀얼심 지원,,500만  + 500만 ,500만 + 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",3000,Li-Ion 착탈식  ,퀄컴 퀵 차지 2.0 (16.2 W),,,,,"럭스 화이트, 오션 블루, 모던 베이지, 오팔 블루, 스페이스 블랙",79.3,159.6,8.6,"192"
170,X5 2018,LM-X510,lg,,안드로이드 8.0 (Oreo) | 9 (Pie)LG UX 6.0+ | 8.0,,0,5.5,IPS TFT-LCD,1280 x 720,,60Hz,16:9,,,,,MediaTek MT6750 SoC.  ,,ARM Cortex-A53 MP8 1.5 GHz CPU,ARM Mali-T860 MP2 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",4500,내장형 Li-Ion  ,미디어텍 Pump Express+ (- W),,,,,"모로칸 블루, 라벤더 바이올렛",78.1,154.7,8.9,"171"
171,X4,LM-X410,lg,,안드로이드 7.1 (Nougat) |  8.1 (Oreo)LG UX 6.0 | 6.0+,,0,5.3,IPS TFT-LCD,1280 x 720,277,60Hz,16:9,,,,,퀄컴 스냅드래곤 425 MSM8917 SoC.  ,,ARM Cortex-A53 MP4 1.4 GHz CPU,퀄컴 Adreno 308 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X6 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,GPS & A-GPS,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",75.1,148.6,8.6,"164"
172,X4 Plus,LM-X415,lg,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
173,X6 2019,LM-X625,lg,,안드로이드 9 (Pie) | 10LG UX 8.0 | 9.0 VELVET UI,,0,6.26,IPS TFT-LCD,1520 x 720,269,60Hz,19:9,,,,,MediaTek Helio P22 MT6762 SoC.  ,,ARM Cortex-A53 Octa-Core 2 GHz CPU,IT PowerVR GE8320 650 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,3 GB LPDDR3 SDRAM,64, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,"1,600만  + 500만  + 200만 "," 1,300만",,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"뉴 오로라 블랙, 뉴 모로칸 블루",77,161.3,8.7,"172"
174,X4 2019,LM-X420,lg,,안드로이드 8.1 (Oreo) | 9 (Pie)LG UX 7.0 | 8.0,,0,5.7,IPS TFT-LCD,1440 x 720,282,60Hz,18:9,,,,,MediaTek Helio P22 MT6762 SoC.  ,,ARM Cortex-A53 Octa-Core 2 GHz CPU,IT PowerVR GE8320 650 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,5,"GPS & A-GPS, GLONASS",,,,, 800만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,"MIL-STD-810G 인증 취득, DTS:X 음향 기술 탑재, FM 라디오 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"뉴 오로라 블랙, 뉴 플래티넘 그레이",71.9,153,8.3,"144"
175,X2 2019,LM-X220,lg,,안드로이드 9 (Pie)LG UX 8.0,,0,5.45,IPS TFT-LCD,1440 x 720,295,60Hz,18:9,,,,,퀄컴 스냅드래곤 425 MSM8917 SoC.  ,,ARM Cortex-A53 MP4 1.4 GHz CPU,퀄컴 Adreno 308 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X6 LTE Modem,2 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 최대 32 GB 지원,,4G,,5,GPS & A-GPS,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL-STD-810G 인증 취득,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,뉴 오로라 블랙,71.5,147,8.2,"147"
176,X2 2018,LM-X210,lg,,안드로이드 7.1 (Nougat)LG UX 6.0,,0,5,IPS TFT-LCD,1280 x 720,277,60Hz,16:9,,,,,퀄컴 스냅드래곤 212 MSM8909AA SoC.  ,,ARM Cortex-A7 MP4 1.3 GHz CPU,퀄컴 Adreno 304 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X5 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC 4.5, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,오로라 블랙,71.9,144.8,8.2,"152"
177,X500,LGM-X320,lg,,안드로이드 7.0 (Nougat) | 8.1 (Oreo)LG UX 5.0+ | 6.0+,,0,5.5,IPS TFT-LCD,1280 x 720,,,16:9,,,,,MediaTek MT6750 SoC.  ,,ARM Cortex-A53 MP8 1.5 GHz CPU,ARM Mali-T860 MP2 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",4500,내장형 Li-Ion  ,미디어텍 Pump Express+ (- W),,,,,"네이비, 골드",78.1,154.7,8.4,"164"
178,X401,LGM-X401,lg,,안드로이드 7.0 (Nougat) | 8.1 (Oreo)LG UX 5.0+ | 6.0+,,0,5.3,IPS TFT-LCD,1280 x 720,,,16:9,,,,,MediaTek MT6750 SoC.  ,,ARM Cortex-A53 MP8 1.5 GHz CPU,ARM Mali-T860 MP2 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16/32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",75.3,148.7,7.9,"142"
179,X400,LGM-K121,lg,,안드로이드 7.0 (Nougat) | 8.1 (Oreo)LG UX 5.0+ | 6.0+,,0,5.3,IPS TFT-LCD,1280 x 720,,,16:9,,,,,MediaTek MT6750 SoC.  ,,ARM Cortex-A53 MP8 1.5 GHz CPU,ARM Mali-T860 MP2 520 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16/32, eMMC 5.1, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,에어리어 방식 별도 센서 탑재,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 골드",75.3,148.7,7.9,"142"
180,X300,LGM-K120,lg,,안드로이드 7.0 (Nougat) | 8.1 (Oreo)LG UX 5.0+ | 6.0+,,0,5,IPS TFT-LCD,1280 x 720,294,,16:9,,,,,퀄컴 스냅드래곤 425 MSM8917 SoC.  ,,ARM Cortex-A53 MP4 1.4 GHz CPU,퀄컴 Adreno 308 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X6 LTE Modem,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"실버, 다크 블루",72.1,144.8,8.09,"142"
181,엑스파워,LG-F750,lg,,안드로이드 6.0 (Marshmallow)LG UX 5.0,,0,5.3,IPS TFT-LCD,1280 x 720,,60Hz,16:9,,,,,MediaTek MT6735 SoC.  ,,ARM Cortex-A53 MP4 1.3 GHz CPU,ARM Mali-T720 MP2 600 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16, eMMC 4.5, micro SDXC 2 TB 공식 지원,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",4100,내장형 Li-Ion  ,미디어텍 Pump Express (- W),,,,,"인디고 블랙, 화이트, 블루",74.9,148.9,7.9,"139"
182,X5,LG-F770,lg,,안드로이드 6.0 (Marshmallow)LG UX 5.0,,0,5.5,IPS TFT-LCD,1280 x 720,,,16:9,,,,,MediaTek MT6735 SoC.  ,,ARM Cortex-A53 MP4 1.3 GHz CPU,ARM Mali-T720 MP2 600 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDHC 최대 32 GB 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지상파 DMB 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"인디고 블랙, 화이트",76.9,151.6,7.2,"133"
183,X스킨,LG-F740,lg,,안드로이드 6.0 (Marshmallow)LG UX 5.0,,0,5,IPS TFT-LCD,1280 x 720,,,16:9,,,,,퀄컴 스냅드래곤 210 MSM8909 SoC.  ,,ARM Cortex-A7 MP4 1.1 GHz CPU,퀄컴 Adreno 304 GPU,퀄컴 Hexagon 536 DSP,DSP 대체,Qualcomm Snapdragon X5 LTE Modem,1.5 GB LPDDR3 SDRAM,16, eMMC 4.5, micro SDHC 최대 32 GB 지원,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄 블랙, 골드",71.4,144.8,6.9,"122"
184,X캠,LG-F690,lg,,안드로이드 6.0 (Marshmallow)LG UX 5.0,,0,5.2,IPS TFT-LCD,1920 x 1080,,60Hz,16:9,,,,,MediaTek MT6753 SoC.  ,,ARM Cortex-A53 MP8 1.1 GHz CPU,ARM Mali-T720 MP3 450 MHz GPU,미탑재,미탑재,(파트넘버 불명) 내장,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.2,"GPS & A-GPS, GLONASS",,,,"1,300만  + 500만 ", 800만,,LED 플래시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"티탄 실버, 화이트",73.6,147.5,6.9,"121.7"
185,X스크린,LG-F650,lg,,안드로이드 6.0 (Marshmallow) | 7.0(Nougat)LG UX 5.0 | 5.0+,,0,1.76,IPS TFT-LCD,1280 x 720,,,16:9+?:?,,,,,퀄컴 스냅드래곤 410 MSM8916 SoC.  ,,ARM Cortex-A53 MP4 1.2 GHz CPU,퀄컴 Adreno 306 450 MHz GPU,퀄컴 Hexagon QDSP6 V5 DSP,DSP 대체,Qualcomm Gobi MDM9x25,2 GB LPDDR3 SDRAM,16, eMMC -.-, micro SDXC 2 TB 공식 지원,,4G,,4.1,"GPS & A-GPS, GLONASS",,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM 라디오 지원,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트, 핑크 골드",71.8,142.6,7.1,"120"
186,넥서스 5x,LG-H791,lg,,안드로이드 6.0 (Marshmallow) | 7.0 | 7.1 (Nougat) | 8.0 | 8.1 (Oreo),,0,0,,,,,,,,,,,,,,,,,2 GB LPDDR3 SDRAM,16/32, eMMC 5.0,,,,,4.2,,,,,, 500만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 및 Wideband Audio 지원, 에어리어 방식 지문인식 Nexus Imprint 지원, 전후면 올레포빅 코팅","USB 2.0 Type-C x 1, 3.5 mm 단자 x 1",2700,내장형 Li-Polymer ,USB Power Delivery (15 W),,,,,"카본, 쿼츠, 아이스",72.6,147,7.9,"136"
187,옵티머스 LTE3,LG-F260,lg,,안드로이드 4.1 (Jelly Bean) | 4.4 (KitKat)옵티머스 UI 3.0 | 4.0,,0,0,,,,,,,,,,,,,,,,,1 / 2 GB LPDDR2 SDRAM,8, , micro SDHC 최대 32 GB 지원,,,,4,,,,,, 130만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기본,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,,68.2,131.7,9.6,"134"
188,와인 스마트 재즈,LG-F610,lg,,안드로이드 5.1 (Lollipop)LG UX 4.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR3 SDRAM,4, , micro SDXC 최대 64 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VoLTE 지원, 지상파 DMB 및 고화질 스마트 DMB 지원","USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"베이지, 브라운",58.7,117.7,16.6,"143"
189,와인 스마트,LG-F480,lg,,안드로이드 4.4 (KitKat)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,4, eMMC, micro SDHC 최대 64 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한국,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",59.4,118.6,16.9,"140.8"
190,와인 스마트 3G,LG-T480,lg,,안드로이드 4.4 (KitKat)LG UX 3.0,,0,0,,,,,,,,,,,,,,,,,1 GB LPDDR2 SDRAM,4, eMMC, micro SDHC 최대 64 GB 지원,,,,4,,,,,, 30만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,한국,"USB 2.0 micro Type-B x 1, 3.5 mm 단자 x 1",,,,,,,,"블랙, 화이트",59.4,118.6,16.9,"140.8"
